filter,id,slug,title,href,name,gender,dimensions,species
Characters,616b22e0e9a75492a01ad05b,admiral-ozzel,Admiral Ozzel,https://www.starwars.com/databank/admiral-ozzel,Admiral Ozzel,male,Height: 1.75m,
Characters,616b22f42e9cb492a01ad05b,admiral-piett,Admiral Piett,https://www.starwars.com/databank/admiral-piett,Admiral Piett,male,Height: 1.65m,
Characters,616b2eb65ad56492a01ad05b,admiral-raddus,Admiral Raddus,https://www.starwars.com/databank/admiral-raddus,Admiral Raddus,male,Height: 1.9m,mon-calamari
Characters,616b2dead6b58492a01ad05b,admiral-statura,Admiral Statura,https://www.starwars.com/databank/admiral-statura,Admiral Statura,male,Height: 1.72m,human
Characters,616b22f052926492a01ad05b,admiral-trench,Admiral Trench,https://www.starwars.com/databank/admiral-trench,Admiral Trench,male,Height: 1.89m,harch
Characters,616b34d1dc6eb492a01ad05b,ady-sun-zee,Ady Sun'Zee,https://www.starwars.com/databank/ady-sun-zee,Ady Sun'Zee,,,
Characters,616b304cde9e5492a01ad05b,aemon-gremm,Aemon Gremm,https://www.starwars.com/databank/aemon-gremm,Aemon Gremm,male,Height: 1.93m,hylobon
Characters,616b31eec5b42492a01ad05b,aeosian-queen,Aeosian Queen,https://www.starwars.com/databank/aeosian-queen,Aeosian Queen,,,
Characters,616b31ce1a6b1492a01ad05b,aftab-ackbar,Aftab Ackbar,https://www.starwars.com/databank/aftab-ackbar,Aftab Ackbar,male,,mon-calamari
Characters,616b2a5fb94b6492a01ad05b,agen-kolar,Agen Kolar,https://www.starwars.com/databank/agen-kolar,Agen Kolar,male,Height: 1.7m,zabrak
Characters,616b2f2a5de09492a01ad05b,agent-del-meeko,Agent Del Meeko,https://www.starwars.com/databank/agent-del-meeko,Agent Del Meeko,male,,human
Characters,616b2f28e2af6492a01ad05b,agent-gideon-hask,Agent Gideon Hask,https://www.starwars.com/databank/agent-gideon-hask,Agent Gideon Hask,male,,human
Characters,616b314159307492a01ad05b,agent-tierny,Agent Tierny,https://www.starwars.com/databank/agent-tierny,Agent Tierny,female,,
Characters,616b22a5101d9492a01ad05b,ahsoka-tano,Ahsoka Tano,https://www.starwars.com/databank/ahsoka-tano,Ahsoka Tano,female,Height: 1.79m,togruta
Characters,616b37f0b4fd8492a01ad05b,ailish,Ailish,https://www.starwars.com/databank/ailish,Ailish,,,tarlafar
Characters,616b31c971bc4492a01ad05b,albrekh,Albrekh,https://www.starwars.com/databank/albrekh,Albrekh,male,,
Characters,616b2fa65bf71492a01ad05b,alcida-auka,Alcida-Auka,https://www.starwars.com/databank/alcida-auka,Alcida-Auka,female,,lanai
Characters,616b33ed06149492a01ad05b,alderaanian-royal-guards,Alderaanian Royal guards ,https://www.starwars.com/databank/alderaanian-royal-guards,Alderaanian Royal guards,,,
Characters,616b295df68e1492a01ad05b,alexsandr-kallus,Alexsandr Kallus,https://www.starwars.com/databank/alexsandr-kallus,Alexsandr Kallus,male,,
Characters,616b2c4fbe46a492a01ad05b,alora,Alora,https://www.starwars.com/databank/alora,Alora,female,,human
Characters,616b2f03387d2492a01ad05b,alrich-wren,Alrich Wren,https://www.starwars.com/databank/alrich-wren,Alrich Wren,male,,human
Characters,616b2c1cc41d2492a01ad05b,alton-kastle,Alton Kastle,https://www.starwars.com/databank/alton-kastle,Alton Kastle,male,,human
Characters,616b358b2a598492a01ad05b,amadeo-azzazzo,Amadeo Azzazzo,https://www.starwars.com/databank/amadeo-azzazzo,Amadeo Azzazzo,,Height: 1.73m,human
Characters,616b29859541a492a01ad05b,amda-wabo,Amda Wabo,https://www.starwars.com/databank/amda-wabo,Amda Wabo,male,,
Characters,616b2f36ad8a1492a01ad05b,amilyn-holdo,Amilyn Holdo,https://www.starwars.com/databank/amilyn-holdo,Amilyn Holdo,female,,human
Characters,616b22e8b997a492a01ad05b,amis,Amis,https://www.starwars.com/databank/amis,Amis,male,,
Characters,616b22adf8ab1492a01ad05b,anakin-skywalker,Anakin Skywalker,https://www.starwars.com/databank/anakin-skywalker,Anakin Skywalker,,Height: 1.88m,
Characters,616b2d7a63a63492a01ad05b,ap-5,AP-5,https://www.starwars.com/databank/ap-5,AP-5,,,
Characters,616b2a54abc79492a01ad05b,appo,Appo,https://www.starwars.com/databank/appo,Appo,male,Height: 1.83m,
Characters,616b3227fe8bf492a01ad05b,ap-lek,Ap’Lek,https://www.starwars.com/databank/ap-lek,Ap’Lek,male,,
Characters,616b2fa9d9350492a01ad05b,arashell-sar,Arashell Sar,https://www.starwars.com/databank/arashell-sar,Arashell Sar,female,,human
Characters,616b230b2c0ac492a01ad05b,arc-trooper-fives,ARC Trooper Fives,https://www.starwars.com/databank/arc-trooper-fives,ARC Trooper Fives,male,Height: 1.83m,
Characters,616b329f1033f492a01ad05b,ardo-barodai,Ardo Barodai,https://www.starwars.com/databank/ardo-barodai,Ardo Barodai,,,mon-calamari
Characters,616b307de6f54492a01ad05b,argus-six-eyes-panox,Argus “Six Eyes” Panox,https://www.starwars.com/databank/argus-six-eyes-panox,Argus “Six Eyes” Panox,male,,
Characters,616b3449daea0492a01ad05b,arvel-skeen,Arvel Skeen,https://www.starwars.com/databank/arvel-skeen,Arvel Skeen,,,
Characters,616b2329e24f9492a01ad05b,asajj-ventress,Asajj Ventress,https://www.starwars.com/databank/asajj-ventress,Asajj Ventress,female,Height: 1.79m,dathomirian
Characters,616b2c6fd77d7492a01ad05b,ask-aak,Ask Aak,https://www.starwars.com/databank/ask-aak,Ask Aak,male,,gran
Characters,616b23163d780492a01ad05b,atai-molec,Atai Molec,https://www.starwars.com/databank/atai-molec,Atai Molec,,,zygerrian
Characters,616b2dd459b9d492a01ad05b,athgar-heece,Athgar Heece,https://www.starwars.com/databank/athgar-heece,Athgar Heece,,,
Characters,616b30a8f759d492a01ad05b,aunt-z,Aunt Z,https://www.starwars.com/databank/aunt-z,Aunt Z,female,,
Characters,616b304e5f8b8492a01ad05b,aurodia-ventafoli,Aurodia Ventafoli,https://www.starwars.com/databank/aurodia-ventafoli,Aurodia Ventafoli,female,Height: 1.81m,human
Characters,616b26e370573492a01ad05b,aurra-sing,Aurra Sing,https://www.starwars.com/databank/aurra-sing,Aurra Sing,female,Height: 1.83m,palliduvan
Characters,616b325c60b8e492a01ad05b,avar-kriss,Avar Kriss,https://www.starwars.com/databank/avar-kriss,Avar Kriss,,Height: 1.73m,human
Characters,616b35888c5bf492a01ad05b,avon-starros,Avon Starros,https://www.starwars.com/databank/avon-starros,Avon Starros,,Height: 1.52m,human
Characters,616b31becb4ef492a01ad05b,ax-tagrin,Ax Tagrin,https://www.starwars.com/databank/ax-tagrin,Ax Tagrin,male,,iktotchi
Characters,616b29dd727d9492a01ad05b,azi-3,AZI-3,https://www.starwars.com/databank/azi-3,AZI-3,,,
Characters,616b358ea336e492a01ad05b,azlin-rell,Azlin Rell,https://www.starwars.com/databank/azlin-rell,Azlin Rell,,,human
Characters,616b29f8cbd89492a01ad05b,azmorigan,Azmorigan,https://www.starwars.com/databank/azmorigan,Azmorigan,male,,jablogian
Characters,616b2b8c25d36492a01ad05b,b-u4d-buford,B-U4D (Buford),https://www.starwars.com/databank/b-u4d-buford,B-U4D (Buford),,Height: 1.75m,
Characters,616b31c7e6b4d492a01ad05b,b1,B1,https://www.starwars.com/databank/b1,B1,,,
Characters,616b341d832bf492a01ad05b,b2emo,B2EMO,https://www.starwars.com/databank/b2emo,B2EMO,,,
Characters,616b31b0cf53d492a01ad05b,babu-frik,Babu Frik,https://www.starwars.com/databank/babu-frik,Babu Frik,,,
Characters,616b34a412574492a01ad05b,babwa-venomor,Babwa Venomor,https://www.starwars.com/databank/babwa-venomor,Babwa Venomor,,,trandoshan
Characters,616b233152cf0492a01ad05b,bail-organa,Bail Organa,https://www.starwars.com/databank/bail-organa,Bail Organa,male,Height: 1.99m,
Characters,616b2cbd7de22492a01ad05b,bala-tik,Bala-Tik,https://www.starwars.com/databank/bala-tik,Bala-Tik,male,Height: 1.8m,human
Characters,616b2b9edd707492a01ad05b,barada,Barada,https://www.starwars.com/databank/barada,Barada,,Height: 1.7m,
Characters,616b2fb3e255a492a01ad05b,bargwill-tomder,Bargwill Tomder,https://www.starwars.com/databank/bargwill-tomder,Bargwill Tomder,male,,cloddogran
Characters,616b358d76619492a01ad05b,baron-boolan,Baron Boolan ,https://www.starwars.com/databank/baron-boolan,Baron Boolan,,Height: 1.7m,ithorians
Characters,616b2fb8c33ce492a01ad05b,baron-yasto-attsmun,Baron Yasto Attsmun,https://www.starwars.com/databank/baron-attsmun,Baron Yasto Attsmun,male,,
Characters,616b23394f7c7492a01ad05b,barriss-offee,Barriss Offee,https://www.starwars.com/databank/barriss-offee,Barriss Offee,female,Height: 1.66m,mirialan
Characters,616b36792acc8492a01ad05b,batcher,Batcher,https://www.starwars.com/databank/batcher,Batcher,,,
Characters,616b235ba7336492a01ad05b,battle-droid-513,Battle Droid 513,https://www.starwars.com/databank/battle-droid-513,Battle Droid 513,,Height: 3.39m,
Characters,616b352150641492a01ad05b,baylan-skoll,Baylan Skoll,https://www.starwars.com/databank/baylan-skoll,Baylan Skoll,,,
Characters,616b37e890fe4492a01ad05b,bayrn,Bayrn,https://www.starwars.com/databank/bayrn,Bayrn,,,tarlafar
Characters,616b2e05139d8492a01ad05b,baze-malbus,Baze Malbus,https://www.starwars.com/databank/baze-malbus,Baze Malbus,male,,
Characters,61b18a632f29e0f4def51cd7,bazil,Bazil,https://www.starwars.com/databank/bazil,Bazil,,Height: 1.17m,tynnan
Characters,616b2d9a4f0bd492a01ad05b,bazine-netal,Bazine Netal,https://www.starwars.com/databank/bazine-netal,Bazine Netal,female,,
Characters,616b2b6ca415f492a01ad05b,bb-8,BB-8,https://www.starwars.com/databank/bb-8,BB-8,,Height: 0.67m,
Characters,616b2ef9eb500492a01ad05b,bb-9e,BB-9E,https://www.starwars.com/databank/bb-9e,BB-9E,,,
Characters,616b314cd9909492a01ad05b,bd-1,BD-1,https://www.starwars.com/databank/bd-1,BD-1,,,
Characters,616b31cc88de3492a01ad05b,beaumont-kin,Beaumont Kin,https://www.starwars.com/databank/beaumont-kin,Beaumont Kin,male,,human
Characters,616b2e97f51dd492a01ad05b,beezer-fortuna,Beezer Fortuna,https://www.starwars.com/databank/beezer-fortuna,Beezer Fortuna,male,,twi-lek
Characters,616b32f93dea3492a01ad05b,beilert-valance,Beilert Valance,https://www.starwars.com/databank/beilert-valance,Beilert Valance,male,,human
Characters,616b330246ee9492a01ad05b,bell-zettifar,Bell Zettifar,https://www.starwars.com/databank/bell-zettifar,Bell Zettifar,,,human
Characters,616b235d2d9af492a01ad05b,ben-quadinaros,Ben Quadinaros,https://www.starwars.com/databank/ben-quadinaros,Ben Quadinaros,male,Height: 1.63m,toong
Characters,616b2e13d483b492a01ad05b,bendu,Bendu,https://www.starwars.com/databank/bendu,Bendu,male,,
Characters,616b34e562164492a01ad05b,benni-baro,Benni Baro,https://www.starwars.com/databank/benni-baro,Benni Baro,,,
Characters,616b34812e34a492a01ad05b,benthic-two-tubes,Benthic Two Tubes,https://www.starwars.com/databank/benthic-two-tubes,Benthic Two Tubes,,,
Characters,616b235ed4bce492a01ad05b,beru-lars,Beru Lars,https://www.starwars.com/databank/beru-lars,Beru Lars,female,Height: 1.65m,
Characters,616b2c24ef1b4492a01ad05b,bg-81,BG-81,https://www.starwars.com/databank/bg-81,BG-81,,,
Characters,616b2372b8e6a492a01ad05b,bib-fortuna,Bib Fortuna,https://www.starwars.com/databank/bib-fortuna,Bib Fortuna,male,Height: 1.8m,twi-lek
Characters,616b310e89c7a492a01ad05b,bibo,Bibo,https://www.starwars.com/databank/bibo,Bibo,male,,
Characters,616b316c94cd5492a01ad05b,big-al,Big Al,https://www.starwars.com/databank/big-al,Big Al,male,,human
Characters,616b26ead0f0d492a01ad05b,biggs-darklighter,Biggs Darklighter,https://www.starwars.com/databank/biggs-darklighter,Biggs Darklighter,male,Height: 1.83m,
Characters,616b347f28d35492a01ad05b,birnok,Birnok,https://www.starwars.com/databank/birnok,Birnok,,,
Characters,616b2e6a37d2d492a01ad05b,bistan,Bistan,https://www.starwars.com/databank/bistan,Bistan,male,,
Characters,616b3111a4bdf492a01ad05b,bitey,Bitey,https://www.starwars.com/databank/bitey,Bitey,,,
Characters,616b341b59c01492a01ad05b,bix-caleen,Bix Caleen,https://www.starwars.com/databank/bix-caleen,Bix Caleen,,,
Characters,616b26ee4196e492a01ad05b,bni-393,BNI-393,https://www.starwars.com/databank/bni-393,BNI-393,,Height: 1.26m,
Characters,616b309e51092492a01ad05b,bo-keevil,Bo Keevil,https://www.starwars.com/databank/bo-keevil,Bo Keevil,male,,kel-dor
Characters,616b26efdcc90492a01ad05b,bo-katan-kryze,Bo-Katan Kryze,https://www.starwars.com/databank/bo-katan-kryze,Bo-Katan Kryze,female,Height: 1.8m,human
Characters,616b235274eee492a01ad05b,boba-fett,Boba Fett,https://www.starwars.com/databank/boba-fett,Boba Fett,male,Height: 1.83m,human
Characters,616b2dd5dd9fb492a01ad05b,bobbajo,Bobbajo,https://www.starwars.com/databank/bobbajo,Bobbajo,male,,
Characters,616b34dd78a9f492a01ad05b,bode-akuna,Bode Akuna,https://www.starwars.com/databank/bode-akuna,Bode Akuna,,,
Characters,616b2dfac01d4492a01ad05b,bodhi-rook,Bodhi Rook,https://www.starwars.com/databank/bodhi-rook,Bodhi Rook,male,,
Characters,616b26f5851f7492a01ad05b,bolla-ropal,Bolla Ropal,https://www.starwars.com/databank/bolla-ropal,Bolla Ropal,male,Height: 1.75m,rodian
Characters,616b2dc13afcb492a01ad05b,bollie-prindel,Bollie Prindel,https://www.starwars.com/databank/bollie-prindel,Bollie Prindel,,,
Characters,616b3348e9517492a01ad05b,bolo,Bolo,https://www.starwars.com/databank/bolo,Bolo,male,,ithorians
Characters,616b30b4171f5492a01ad05b,bolza-grool,Bolza Grool,https://www.starwars.com/databank/bolza-grool,Bolza Grool,male,,klatooinian
Characters,616b32015788f492a01ad05b,boolio,Boolio,https://www.starwars.com/databank/boolio,Boolio,male,Height: 1.78m,
Characters,616b34bc646ba492a01ad05b,bosco-the-mad-bomber-brix,"Bosco ""The Mad Bomber"" Brix",https://www.starwars.com/databank/bosco-the-mad-bomber-brix,"Bosco ""The Mad Bomber"" Brix",,,nikto
Characters,616b2b389be13492a01ad05b,boshek,BoShek,https://www.starwars.com/databank/boshek,BoShek,male,,
Characters,616b26f7603e4492a01ad05b,boss-lyonie,Boss Lyonie,https://www.starwars.com/databank/boss-lyonie,Boss Lyonie,male,Height: 2.22m,gungan
Characters,616b26f92146c492a01ad05b,boss-nass,Boss Nass,https://www.starwars.com/databank/boss-nass,Boss Nass,male,Height: 2.06m,gungan
Characters,616b26fec502b492a01ad05b,bossk,Bossk,https://www.starwars.com/databank/bossk,Bossk,male,Height: 2.06m,trandoshan
Characters,616b3436d7dda492a01ad05b,brasso,Brasso,https://www.starwars.com/databank/brasso,Brasso,,,
Characters,616b2c40e5987492a01ad05b,brom-titus,Brom Titus,https://www.starwars.com/databank/brom-titus,Brom Titus,male,,
Characters,616b2bbaf355f492a01ad05b,brother-viscus,Brother Viscus,https://www.starwars.com/databank/brother-viscus,Brother Viscus,male,Height: 1.88m,dathomirian
Characters,616b3068c57ac492a01ad05b,bucket-r1-j5,Bucket (R1-J5),https://www.starwars.com/databank/bucket-r1-j5,Bucket (R1-J5),,,
Characters,616b310526253492a01ad05b,buggles,Buggles,https://www.starwars.com/databank/buggles,Buggles,male,,
Characters,616b27054fbe4492a01ad05b,bulduga,Bulduga,https://www.starwars.com/databank/bulduga,Bulduga,male,Height: 2.27m,ithorians
Characters,616b2a6353ade492a01ad05b,bultar-swan,Bultar Swan,https://www.starwars.com/databank/bultar-swan,Bultar Swan,female,Height: 1.68m,human
Characters,616b3291a1110492a01ad05b,burg,Burg,https://www.starwars.com/databank/burg,Burg,male,,devaronian
Characters,616b3303645a5492a01ad05b,burryaga,Burryaga,https://www.starwars.com/databank/burryaga,Burryaga,,Height: 2.24m,wookiee
Characters,616b2706ee534492a01ad05b,byph,Byph,https://www.starwars.com/databank/byph,Byph,male,Height: 1.22m,ithorians
Characters,616b2f6efdfb1492a01ad05b,c-ai-threnalli,C'ai Threnalli,https://www.starwars.com/databank/c-ai-threnalli,C'ai Threnalli,male,,abednedo
Characters,616b270872996492a01ad05b,c-21-highsinger,C-21 Highsinger,https://www.starwars.com/databank/c-21-highsinger,C-21 Highsinger,,Height: 2.25m,
Characters,616b2378b6e91492a01ad05b,c-3po-see-threepio,C-3PO (See-Threepio),https://www.starwars.com/databank/c-3po,C-3PO (See-Threepio),,Height: 1.77m,
Characters,616b361e3ce28492a01ad05b,c1-d1,C1-D1,https://www.starwars.com/databank/c1-d1,C1-D1,,,
Characters,616b2e642dd9c492a01ad05b,c2-b5,C2-B5,https://www.starwars.com/databank/c2-b5,C2-B5,,,
Characters,61d663913ef66f2f1cb2fd4c,cabuck,Cabuck,https://www.starwars.com/databank/cabuck,Cabuck,,Height: 1.93m,
Characters,616b270a107ee492a01ad05b,cad-bane,Cad Bane,https://www.starwars.com/databank/cad-bane,Cad Bane,male,Height: 1.85m,duros
Characters,616b34c8cf2ff492a01ad05b,cade,Cade,https://www.starwars.com/databank/cade,Cade,,,
Characters,616b3150e641e492a01ad05b,cal-kestis,Cal Kestis,https://www.starwars.com/databank/cal-kestis,Cal Kestis,male,,
Characters,616b2d958800e492a01ad05b,caluan-ematt,Caluan Ematt,https://www.starwars.com/databank/caluan-ematt,Caluan Ematt,male,,human
Characters,616b3392b17ca492a01ad05b,camie,Camie,https://www.starwars.com/databank/camie,Camie,,,
Characters,616b2711b3b78492a01ad05b,captain-antilles,Captain Antilles,https://www.starwars.com/databank/captain-antilles,Captain Antilles,male,,human
Characters,616b2713c1fae492a01ad05b,captain-argyus,Captain Argyus,https://www.starwars.com/databank/captain-argyus,Captain Argyus,male,Height: 1.83m,
Characters,619ff409a5517e20354a6a69,captain-blex,Captain Blex,https://www.starwars.com/databank/captain-blex,Captain Blex,,Height: 2.13m,
Characters,616b3353aca25492a01ad05b,captain-bragg,Captain Bragg,https://www.starwars.com/databank/captain-bragg,Captain Bragg,,,
Characters,616b2e7e41487492a01ad05b,captain-brunson,Captain Brunson,https://www.starwars.com/databank/captain-brunson,Captain Brunson,female,Height: 1.75m,
Characters,616b2f45b29cf492a01ad05b,captain-canady,Captain Canady,https://www.starwars.com/databank/captain-canady,Captain Canady,male,,human
Characters,616b30d4a9019492a01ad05b,captain-doza,Captain Doza,https://www.starwars.com/databank/captain-doza,Captain Doza,male,,human
Characters,616b34874b87c492a01ad05b,captain-elk,Captain Elk,https://www.starwars.com/databank/captain-elk,Captain Elk,,,
Characters,616b35701e3cd492a01ad05b,captain-enoch,Captain Enoch,https://www.starwars.com/databank/captain-enoch,Captain Enoch,,,
Characters,616b2fba49453492a01ad05b,captain-gawat,Captain Gawat,https://www.starwars.com/databank/captain-gawat,Captain Gawat,male,,human
Characters,616b36372bed8492a01ad05b,captain-girard,Captain Girard,https://www.starwars.com/databank/captain-girard,Captain Girard,,Height: 1.7m,human
Characters,616b2f04b666e492a01ad05b,captain-hark,Captain Hark,https://www.starwars.com/databank/captain-hark,Captain Hark,male,,human
Characters,616b35cc29aa1492a01ad05b,captain-hayle,Captain Hayle,https://www.starwars.com/databank/captain-hayle,Captain Hayle,,Height: 1.8m,human
Characters,616b2bae94c85492a01ad05b,captain-kosh,Captain Kosh,https://www.starwars.com/databank/captain-kosh,Captain Kosh,male,,human
Characters,616b32f06feaf492a01ad05b,captain-lang,Captain Lang,https://www.starwars.com/databank/captain-lang,Captain Lang,,,human
Characters,616b36f56098b492a01ad05b,captain-mann,Captain Mann,https://www.starwars.com/databank/captain-mann,Captain Mann,,Height: 1.83m,
Characters,616b2bbc8f8ae492a01ad05b,captain-merumeru,Captain Merumeru,https://www.starwars.com/databank/captain-merumeru,Captain Merumeru,male,Height: 2.25m,wookiee
Characters,616b27156bf58492a01ad05b,captain-needa,Captain Needa,https://www.starwars.com/databank/captain-needa,Captain Needa,male,Height: 1.75m,
Characters,616b27171f789492a01ad05b,captain-panaka,Captain Panaka,https://www.starwars.com/databank/captain-panaka,Captain Panaka,male,Height: 1.83m,
Characters,616b2f6be49d7492a01ad05b,captain-peavey,Captain Peavey,https://www.starwars.com/databank/captain-peavey,Captain Peavey,male,,human
Characters,616b2b56c3992492a01ad05b,captain-phasma,Captain Phasma,https://www.starwars.com/databank/captain-phasma,Captain Phasma,female,Height: 2.0m,human
Characters,616b35dd562dc492a01ad05b,captain-porter,Captain Porter,https://www.starwars.com/databank/captain-porter,Captain Porter,,Height: 1.83m,human
Characters,616b2b415cb05492a01ad05b,captain-typho,Captain Typho,https://www.starwars.com/databank/captain-typho,Captain Typho,male,Height: 1.85m,
Characters,616b34ad7210d492a01ad05b,captain-wilco,Captain Wilco,https://www.starwars.com/databank/captain-wilco,Captain Wilco,,,
Characters,616b31846baf4492a01ad05b,cara-dune,Cara Dune,https://www.starwars.com/databank/cara-dune,Cara Dune,female,,
Characters,616b322111866492a01ad05b,cardo,Cardo,https://www.starwars.com/databank/cardo,Cardo,male,,
Characters,616b33b90a42e492a01ad05b,carson-teva,Carson Teva,https://www.starwars.com/databank/carson-teva,Carson Teva,,Height: 1.75m,
Characters,616b2e0040371492a01ad05b,cassian-andor,Cassian Andor,https://www.starwars.com/databank/cassian-andor,Cassian Andor,male,,
Characters,616b2718c11cd492a01ad05b,cassie-cryar,Cassie Cryar,https://www.starwars.com/databank/cassie-cryar,Cassie Cryar,female,Height: 1.82m,terrelian-jango-jumper
Characters,616b2a3a25c29492a01ad05b,castas,Castas,https://www.starwars.com/databank/castas,Castas,male,,
Characters,616b2bbe25960492a01ad05b,cato-parasitti,Cato Parasitti,https://www.starwars.com/databank/cato-parasitti,Cato Parasitti,female,Height: 1.79m,clawdite
Characters,616b30eea6fdd492a01ad05b,cb-23,CB-23,https://www.starwars.com/databank/cb-23,CB-23,,,
Characters,616b3165c983b492a01ad05b,cere-junda,Cere Junda  ,https://www.starwars.com/databank/cere,Cere Junda,female,,
Characters,616b33369c127492a01ad05b,cg-67,CG-67,https://www.starwars.com/databank/cg-67,CG-67,,,
Characters,616b271a80311492a01ad05b,chairman-papanoida,Chairman Papanoida,https://www.starwars.com/databank/chairman-papanoida,Chairman Papanoida,male,Height: 1.77m,pantoran
Characters,616b271c36921492a01ad05b,cham-syndulla,Cham Syndulla,https://www.starwars.com/databank/cham-syndulla,Cham Syndulla,male,Height: 1.9m,twi-lek
Characters,61d621c1fda8ef54beefd145,chancellor-drellik,Chancellor Drellik,https://www.starwars.com/databank/chancellor-drellik,Chancellor Drellik,,Height: 1.63m,tarsunt
Characters,616b3584f8d1e492a01ad05b,chancellor-lina-soh,Chancellor Lina Soh,https://www.starwars.com/databank/chancellor-lina-soh,Chancellor Lina Soh,,Height: 1.7m,human
Characters,616b2dcfb914f492a01ad05b,chancellor-villecham,Chancellor Villecham,https://www.starwars.com/databank/chancellor-villecham,Chancellor Villecham,male,,
Characters,616b2bc01b7b2492a01ad05b,chata-hyoki,Chata Hyoki,https://www.starwars.com/databank/chata-hyoki,Chata Hyoki,male,Height: 1.55m,
Characters,616b2d4991f0a492a01ad05b,chava,Chava,https://www.starwars.com/databank/chava,Chava,female,,lasat
Characters,616b2a3bf7eba492a01ad05b,che-amanwe-papanoida,Che Amanwe Papanoida,https://www.starwars.com/databank/che-amanwe-papanoida,Che Amanwe Papanoida,female,,pantoran
Characters,616b2362d2b85492a01ad05b,chewbacca,Chewbacca,https://www.starwars.com/databank/chewbacca,Chewbacca,male,Height: 2.28m,wookiee
Characters,616b2bc259cb3492a01ad05b,chi-cho,Chi Cho,https://www.starwars.com/databank/chi-cho,Chi Cho,male,Height: 1.98m,pantoran
Characters,616b2ae88e6f2492a01ad05b,chi-eekway-papanoida,Chi Eekway Papanoida,https://www.starwars.com/databank/chi-eekway-papanoida,Chi Eekway Papanoida,female,Height: 1.65m,pantoran
Characters,616b2acab7404492a01ad05b,chief-chirpa,Chief Chirpa,https://www.starwars.com/databank/chief-chirpa,Chief Chirpa,male,Height: 1.0m,ewok
Characters,616b2db5dd29c492a01ad05b,chief-petty-officer-unamo,Chief Petty Officer Unamo,https://www.starwars.com/databank/chief-petty-officer-unamo,Chief Petty Officer Unamo,female,,human
Characters,616b27243129e492a01ad05b,chieftain-pieter,Chieftain Pieter,https://www.starwars.com/databank/chieftain-pieter,Chieftain Pieter,male,Height: 1.72m,ming-po
Characters,616b2e084b424492a01ad05b,chirrut-imwe,Chirrut Îmwe,https://www.starwars.com/databank/chirrut-imwe,Chirrut Îmwe,male,,
Characters,616b2725efff6492a01ad05b,chopper-c1-10p,Chopper (C1-10P),https://www.starwars.com/databank/chopper,Chopper (C1-10P),,Height: 1.04m,
