id,name,gender,species,dimension type,dimension size,character databank link,media type,media key,appearance name
616b22adf8ab1492a01ad05b,Anakin Skywalker,unknown,unknown,Height,1.88m,https://www.starwars.com/databank/anakin-skywalker,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
616b22adf8ab1492a01ad05b,Anakin Skywalker,unknown,unknown,Height,1.88m,https://www.starwars.com/databank/anakin-skywalker,series,obi-wan-kenobi,Obi-Wan Kenobi
616b22adf8ab1492a01ad05b,Anakin Skywalker,unknown,unknown,Height,1.88m,https://www.starwars.com/databank/anakin-skywalker,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b22adf8ab1492a01ad05b,Anakin Skywalker,unknown,unknown,Height,1.88m,https://www.starwars.com/databank/anakin-skywalker,series,star-wars-rebels,Star Wars Rebels
616b22adf8ab1492a01ad05b,Anakin Skywalker,unknown,unknown,Height,1.88m,https://www.starwars.com/databank/anakin-skywalker,series,tales-of-the-jedi,Tales of the Jedi
616b22adf8ab1492a01ad05b,Anakin Skywalker,unknown,unknown,Height,1.88m,https://www.starwars.com/databank/anakin-skywalker,series,star-wars-ahsoka,Ahsoka
616b22adf8ab1492a01ad05b,Anakin Skywalker,unknown,unknown,Height,1.88m,https://www.starwars.com/databank/anakin-skywalker,games-apps,galactic-spy,Galactic Spy
616b22adf8ab1492a01ad05b,Anakin Skywalker,unknown,unknown,Height,1.88m,https://www.starwars.com/databank/anakin-skywalker,games-apps,disney-infinity-3-0-character-quest,Disney Infinity 3 0 - Character Quest
616b2d7a63a63492a01ad05b,AP-5,unknown,unknown,,unknown,https://www.starwars.com/databank/ap-5,series,star-wars-rebels,Star Wars Rebels
616b2a54abc79492a01ad05b,Appo,male,unknown,Height,1.83m,https://www.starwars.com/databank/appo,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
616b2a54abc79492a01ad05b,Appo,male,unknown,Height,1.83m,https://www.starwars.com/databank/appo,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b3227fe8bf492a01ad05b,Ap Lek,male,unknown,,unknown,https://www.starwars.com/databank/ap-lek,films,star-wars-episode-ix-the-rise-of-skywalker,Star Wars: The Rise of Skywalker (Episode IX)
616b3227fe8bf492a01ad05b,Ap Lek,male,unknown,,unknown,https://www.starwars.com/databank/ap-lek,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
616b2fa9d9350492a01ad05b,Arashell Sar,female,human,,unknown,https://www.starwars.com/databank/arashell-sar,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
616b230b2c0ac492a01ad05b,ARC Trooper Fives,male,unknown,Height,1.83m,https://www.starwars.com/databank/arc-trooper-fives,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b329f1033f492a01ad05b,Ardo Barodai,unknown,mon-calamari,,unknown,https://www.starwars.com/databank/ardo-barodai,games-apps,star-wars-squadrons,Star Wars: Squadrons
616b307de6f54492a01ad05b,Argus  Six Eyes  Panox,male,unknown,,unknown,https://www.starwars.com/databank/argus-six-eyes-panox,films,solo,Solo: A Star Wars Story
616b3449daea0492a01ad05b,Arvel Skeen,unknown,unknown,,unknown,https://www.starwars.com/databank/arvel-skeen,series,andor,Andor
616b2329e24f9492a01ad05b,Asajj Ventress,female,dathomirian,Height,1.79m,https://www.starwars.com/databank/asajj-ventress,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b2329e24f9492a01ad05b,Asajj Ventress,female,dathomirian,Height,1.79m,https://www.starwars.com/databank/asajj-ventress,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b2c6fd77d7492a01ad05b,Ask Aak,male,gran,,unknown,https://www.starwars.com/databank/ask-aak,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
616b23163d780492a01ad05b,Atai Molec,unknown,zygerrian,,unknown,https://www.starwars.com/databank/atai-molec,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b2dd459b9d492a01ad05b,Athgar Heece,unknown,unknown,,unknown,https://www.starwars.com/databank/athgar-heece,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
616b30a8f759d492a01ad05b,Aunt Z,female,unknown,,unknown,https://www.starwars.com/databank/aunt-z,series,star-wars-resistance,Star Wars Resistance
616b304e5f8b8492a01ad05b,Aurodia Ventafoli,female,human,Height,1.81m,https://www.starwars.com/databank/aurodia-ventafoli,films,solo,Solo: A Star Wars Story
616b26e370573492a01ad05b,Aurra Sing,female,palliduvan,Height,1.83m,https://www.starwars.com/databank/aurra-sing,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
616b26e370573492a01ad05b,Aurra Sing,female,palliduvan,Height,1.83m,https://www.starwars.com/databank/aurra-sing,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b31becb4ef492a01ad05b,Ax Tagrin,male,iktotchi,,unknown,https://www.starwars.com/databank/ax-tagrin,series,star-wars-resistance,Star Wars Resistance
616b29dd727d9492a01ad05b,AZI-3,unknown,unknown,,unknown,https://www.starwars.com/databank/azi-3,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b29dd727d9492a01ad05b,AZI-3,unknown,unknown,,unknown,https://www.starwars.com/databank/azi-3,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b29f8cbd89492a01ad05b,Azmorigan,male,jablogian,,unknown,https://www.starwars.com/databank/azmorigan,series,star-wars-rebels,Star Wars Rebels
616b2b8c25d36492a01ad05b,B-U4D (Buford),unknown,unknown,Height,1.75m,https://www.starwars.com/databank/b-u4d-buford,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
616b31c7e6b4d492a01ad05b,B1,unknown,unknown,,unknown,https://www.starwars.com/databank/b1,series,star-wars-resistance,Star Wars Resistance
616b341d832bf492a01ad05b,B2EMO,unknown,unknown,,unknown,https://www.starwars.com/databank/b2emo,series,andor,Andor
616b31b0cf53d492a01ad05b,Babu Frik,unknown,unknown,,unknown,https://www.starwars.com/databank/babu-frik,films,star-wars-episode-ix-the-rise-of-skywalker,Star Wars: The Rise of Skywalker (Episode IX)
616b34a412574492a01ad05b,Babwa Venomor,unknown,trandoshan,,unknown,https://www.starwars.com/databank/babwa-venomor,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b233152cf0492a01ad05b,Bail Organa,male,unknown,Height,1.99m,https://www.starwars.com/databank/bail-organa,films,rogue-one,Rogue One: A Star Wars Story
616b233152cf0492a01ad05b,Bail Organa,male,unknown,Height,1.99m,https://www.starwars.com/databank/bail-organa,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
616b233152cf0492a01ad05b,Bail Organa,male,unknown,Height,1.99m,https://www.starwars.com/databank/bail-organa,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
616b233152cf0492a01ad05b,Bail Organa,male,unknown,Height,1.99m,https://www.starwars.com/databank/bail-organa,series,obi-wan-kenobi,Obi-Wan Kenobi
616b233152cf0492a01ad05b,Bail Organa,male,unknown,Height,1.99m,https://www.starwars.com/databank/bail-organa,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b233152cf0492a01ad05b,Bail Organa,male,unknown,Height,1.99m,https://www.starwars.com/databank/bail-organa,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b233152cf0492a01ad05b,Bail Organa,male,unknown,Height,1.99m,https://www.starwars.com/databank/bail-organa,series,star-wars-rebels,Star Wars Rebels
616b233152cf0492a01ad05b,Bail Organa,male,unknown,Height,1.99m,https://www.starwars.com/databank/bail-organa,series,tales-of-the-jedi,Tales of the Jedi
616b2cbd7de22492a01ad05b,Bala-Tik,male,human,Height,1.8m,https://www.starwars.com/databank/bala-tik,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
616b2b9edd707492a01ad05b,Barada,unknown,unknown,Height,1.7m,https://www.starwars.com/databank/barada,films,star-wars-episode-vi-return-of-the-jedi,Star Wars: Return of the Jedi (Episode VI)
616b2fb3e255a492a01ad05b,Bargwill Tomder,male,cloddogran,,unknown,https://www.starwars.com/databank/bargwill-tomder,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
616b2fb8c33ce492a01ad05b,Baron Yasto Attsmun,male,unknown,,unknown,https://www.starwars.com/databank/baron-attsmun,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
616b23394f7c7492a01ad05b,Barriss Offee,female,mirialan,Height,1.66m,https://www.starwars.com/databank/barriss-offee,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
616b23394f7c7492a01ad05b,Barriss Offee,female,mirialan,Height,1.66m,https://www.starwars.com/databank/barriss-offee,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b23394f7c7492a01ad05b,Barriss Offee,female,mirialan,Height,1.66m,https://www.starwars.com/databank/barriss-offee,series,tales-of-the-empire,Tales of the Empire
616b36792acc8492a01ad05b,Batcher,unknown,unknown,,unknown,https://www.starwars.com/databank/batcher,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b235ba7336492a01ad05b,Battle Droid 513,unknown,unknown,Height,3.39m,https://www.starwars.com/databank/battle-droid-513,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b352150641492a01ad05b,Baylan Skoll,unknown,unknown,,unknown,https://www.starwars.com/databank/baylan-skoll,series,star-wars-ahsoka,Ahsoka
616b37e890fe4492a01ad05b,Bayrn,unknown,tarlafar,,unknown,https://www.starwars.com/databank/bayrn,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b2e05139d8492a01ad05b,Baze Malbus,male,unknown,,unknown,https://www.starwars.com/databank/baze-malbus,films,rogue-one,Rogue One: A Star Wars Story
616b2e05139d8492a01ad05b,Baze Malbus,male,unknown,,unknown,https://www.starwars.com/databank/baze-malbus,games-apps,rogue-one-boots-on-the-ground-star-wars-arcade,Rogue One: Boots on the Ground - Star Wars Arcade
61b18a632f29e0f4def51cd7,Bazil,unknown,tynnan,Height,1.17m,https://www.starwars.com/databank/bazil,series,the-acolyte,The Acolyte
616b2d9a4f0bd492a01ad05b,Bazine Netal,female,unknown,,unknown,https://www.starwars.com/databank/bazine-netal,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
616b2b6ca415f492a01ad05b,BB-8,unknown,unknown,Height,0.67m,https://www.starwars.com/databank/bb-8,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
616b2b6ca415f492a01ad05b,BB-8,unknown,unknown,Height,0.67m,https://www.starwars.com/databank/bb-8,films,star-wars-episode-ix-the-rise-of-skywalker,Star Wars: The Rise of Skywalker (Episode IX)
616b2b6ca415f492a01ad05b,BB-8,unknown,unknown,Height,0.67m,https://www.starwars.com/databank/bb-8,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
616b2b6ca415f492a01ad05b,BB-8,unknown,unknown,Height,0.67m,https://www.starwars.com/databank/bb-8,Appearances,star-wars-forces-of-destiny,Star Wars: Forces of Destiny
616b2b6ca415f492a01ad05b,BB-8,unknown,unknown,Height,0.67m,https://www.starwars.com/databank/bb-8,games-apps,x-wing-fighter-star-wars-arcade,X-wing Fighter - Star Wars Arcade
616b2b6ca415f492a01ad05b,BB-8,unknown,unknown,Height,0.67m,https://www.starwars.com/databank/bb-8,games-apps,pin-pin-hooray-,Pin Pin Hooray 
616b2b6ca415f492a01ad05b,BB-8,unknown,unknown,Height,0.67m,https://www.starwars.com/databank/bb-8,games-apps,star-wars-puzzle-droid,Star Wars: Puzzle Droid
616b2ef9eb500492a01ad05b,BB-9E,unknown,unknown,,unknown,https://www.starwars.com/databank/bb-9e,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
616b314cd9909492a01ad05b,BD-1,unknown,unknown,,unknown,https://www.starwars.com/databank/bd-1,games-apps,star-wars-jedi-fallen-order,Star Wars Jedi: Fallen Order
616b31cc88de3492a01ad05b,Beaumont Kin,male,human,,unknown,https://www.starwars.com/databank/beaumont-kin,films,star-wars-episode-ix-the-rise-of-skywalker,Star Wars: The Rise of Skywalker (Episode IX)
616b2e97f51dd492a01ad05b,Beezer Fortuna,male,twi-lek,,unknown,https://www.starwars.com/databank/beezer-fortuna,films,rogue-one,Rogue One: A Star Wars Story
616b235d2d9af492a01ad05b,Ben Quadinaros,male,toong,Height,1.63m,https://www.starwars.com/databank/ben-quadinaros,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
616b2e13d483b492a01ad05b,Bendu,male,unknown,,unknown,https://www.starwars.com/databank/bendu,series,star-wars-rebels,Star Wars Rebels
616b34e562164492a01ad05b,Benni Baro,unknown,unknown,,unknown,https://www.starwars.com/databank/benni-baro,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
616b34812e34a492a01ad05b,Benthic Two Tubes,unknown,unknown,,unknown,https://www.starwars.com/databank/benthic-two-tubes,series,andor,Andor
616b235ed4bce492a01ad05b,Beru Lars,female,unknown,Height,1.65m,https://www.starwars.com/databank/beru-lars,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
616b235ed4bce492a01ad05b,Beru Lars,female,unknown,Height,1.65m,https://www.starwars.com/databank/beru-lars,films,star-wars-episode-iv-a-new-hope,Star Wars: A New Hope (Episode IV)
616b235ed4bce492a01ad05b,Beru Lars,female,unknown,Height,1.65m,https://www.starwars.com/databank/beru-lars,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
616b235ed4bce492a01ad05b,Beru Lars,female,unknown,Height,1.65m,https://www.starwars.com/databank/beru-lars,series,obi-wan-kenobi,Obi-Wan Kenobi
616b2c24ef1b4492a01ad05b,BG-81,unknown,unknown,,unknown,https://www.starwars.com/databank/bg-81,series,star-wars-rebels,Star Wars Rebels
616b2372b8e6a492a01ad05b,Bib Fortuna,male,twi-lek,Height,1.8m,https://www.starwars.com/databank/bib-fortuna,films,star-wars-episode-vi-return-of-the-jedi,Star Wars: Return of the Jedi (Episode VI)
616b2372b8e6a492a01ad05b,Bib Fortuna,male,twi-lek,Height,1.8m,https://www.starwars.com/databank/bib-fortuna,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
616b2372b8e6a492a01ad05b,Bib Fortuna,male,twi-lek,Height,1.8m,https://www.starwars.com/databank/bib-fortuna,series,the-book-of-boba-fett,The Book of Boba Fett
616b310e89c7a492a01ad05b,Bibo,male,unknown,,unknown,https://www.starwars.com/databank/bibo,series,star-wars-resistance,Star Wars Resistance
616b316c94cd5492a01ad05b,Big Al,male,human,,unknown,https://www.starwars.com/databank/big-al,series,star-wars-resistance,Star Wars Resistance
616b26ead0f0d492a01ad05b,Biggs Darklighter,male,unknown,Height,1.83m,https://www.starwars.com/databank/biggs-darklighter,films,star-wars-episode-iv-a-new-hope,Star Wars: A New Hope (Episode IV)
616b347f28d35492a01ad05b,Birnok,unknown,unknown,,unknown,https://www.starwars.com/databank/birnok,series,andor,Andor
616b2e6a37d2d492a01ad05b,Bistan,male,unknown,,unknown,https://www.starwars.com/databank/bistan,films,rogue-one,Rogue One: A Star Wars Story
616b3111a4bdf492a01ad05b,Bitey,unknown,unknown,,unknown,https://www.starwars.com/databank/bitey,series,star-wars-resistance,Star Wars Resistance
616b341b59c01492a01ad05b,Bix Caleen,unknown,unknown,,unknown,https://www.starwars.com/databank/bix-caleen,series,andor,Andor
616b26ee4196e492a01ad05b,BNI-393,unknown,unknown,Height,1.26m,https://www.starwars.com/databank/bni-393,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
616b309e51092492a01ad05b,Bo Keevil,male,kel-dor,,unknown,https://www.starwars.com/databank/bo-keevil,series,star-wars-resistance,Star Wars Resistance
616b26efdcc90492a01ad05b,Bo-Katan Kryze,female,human,Height,1.8m,https://www.starwars.com/databank/bo-katan-kryze,series,the-mandalorian,The Mandalorian
